,file_number,text_content,txt_without_http,txt_after_translate,img,emotion
311,2750,"RT RAFRed4 Great capture of the twister by Fotomotion  this is taken just before I start to get dizzy 
","rt rafred4 great capture of the twister by fotomotion  this is taken just before i start to get dizzy 
",rt rafred4 great capture of the twister by fotomotion  this is taken just before i start to get dizzy,/content/drive/MyDrive/lab5_data/data2/2750.jpg,null
312,1861,"newpublicart Though personally opposed and probably a little bitter happy Valentines Day jeffkoons publicart  
","newpublicart though personally opposed and probably a little bitter happy valentines day jeffkoons publicart  
",newpublicart through personally opposed and probably a little bitter happy valentines day jeff koons publicart,/content/drive/MyDrive/lab5_data/data2/1861.jpg,null
313,4272,"Who wants a kiss  just crushed this workout httptcoe5QtxR8s8x
","who wants a kiss  just crushed this workout 
",who wants a kiss  just crushed this workout,/content/drive/MyDrive/lab5_data/data2/4272.jpg,null
314,617,"Hows that corruption going for you this morning Still going strong 
","hows that corruption going for you this morning still going strong 
",hows that corruption going for you this morning still going strong,/content/drive/MyDrive/lab5_data/data2/617.jpg,null
315,1574,"How the Grammys get it wrong every year  Grammys  Grammys PP 
","how the grammys get it wrong every year  grammys  grammys pp 
",how the grammys get it wrong every year  grammys  grammys pp,/content/drive/MyDrive/lab5_data/data2/1574.jpg,null
316,2332,"That awkward moment when a random cat comes and lays in bed with you 
","that awkward moment when a random cat comes and lays in bed with you 
",that awkward moment when a random cat comes and lays in bed with you,/content/drive/MyDrive/lab5_data/data2/2332.jpg,null
317,1974,"wejxn      
","wejxn      
",input,/content/drive/MyDrive/lab5_data/data2/1974.jpg,null
318,3399,"RT FEMAgulag SCARED NEGLECTED 8yr spay KITTYKITTY Dump4NOTIME NYC adopt Upset 
","rt femagulag scared neglected 8yr spay kittykitty dump4notime nyc adopt upset 
",rt femagulag scared neglected 8yr spay kittykitty dump4notime nyc adopt upset,/content/drive/MyDrive/lab5_data/data2/3399.jpg,null
319,3714,"wile Messiah taut His Set Apart Name 
","wile messiah taut his set apart name 
",wile messiah taut his set apart name,/content/drive/MyDrive/lab5_data/data2/3714.jpg,null
320,5092,"httptcoBbCPU1r8pj
","
",,/content/drive/MyDrive/lab5_data/data2/5092.jpg,null
321,2709,"Why are you feeling dismal Take the quiz 
","why are you feeling dismal take the quiz 
",why are you feeling dismal take the quiz,/content/drive/MyDrive/lab5_data/data2/2709.jpg,null
322,1435,"empty office zombie apocalypse by markt 
","empty office zombie apocalypse by markt 
",empty office zombie apocalypse by markt,/content/drive/MyDrive/lab5_data/data2/1435.jpg,null
323,4449,"Why do you get distressed so much Take the quiz httptcoyu9r0ZlCyc httptcob6jqTVMGvk
","why do you get distressed so much take the quiz  
",why do you get distressed so much take the quiz,/content/drive/MyDrive/lab5_data/data2/4449.jpg,null
324,2939,"RT thinkprogress How our flawed background check system put a gun in Dylann Roofs hands 
","rt thinkprogress how our flawed background check system put a gun in dylann roofs hands 
",rt thinkprogress how our flawed background check system put a gun in dylann roofs hands,/content/drive/MyDrive/lab5_data/data2/2939.jpg,null
325,1429,"Sprayed with iodine They sent small replacement top and it fits Even with an undershirt elated 
","sprayed with iodine they sent small replacement top and it fits even with an undershirt elated 
",sprayed with iodine they sent small replacement top and it fits even with an undershirt elated,/content/drive/MyDrive/lab5_data/data2/1429.jpg,null
326,145,"MusicForLovee Happy Valentines Day Bby   
","musicforlovee happy valentines day bby   
",music for love happy valentines day baby,/content/drive/MyDrive/lab5_data/data2/145.jpg,null
327,250,"A first When when your 2liter falls through the bag 20 ft rocket launch  huge puddle of pop baffled bagfail 
","a first when when your 2liter falls through the bag 20 ft rocket launch  huge puddle of pop baffled bagfail 
",a first when when your 2liter falls through the bag 20 ft rocket launch  huge puddle of pop baffled bagfail,/content/drive/MyDrive/lab5_data/data2/250.jpg,null
328,4871,"RT ruggero TwitcamLodoRugg TT in Italia  siete i migliori  3 httptcok3AtPABk59
","rt ruggero twitcamlodorugg tt in italia  siete i migliori  3 
",rt ruggero twitcamlodorugg tt in italy you are the best 3,/content/drive/MyDrive/lab5_data/data2/4871.jpg,null
329,1868,"A Black Republican wrote Lift Every Voice  Sing The Black Conservative 
","a black republican wrote lift every voice  sing the black conservative 
",a black republican wrote lift every voice  sing the black conservative,/content/drive/MyDrive/lab5_data/data2/1868.jpg,null
330,1508,"Give me some money Hopeless 
","give me some money hopeless 
",give me some money hopeless,/content/drive/MyDrive/lab5_data/data2/1508.jpg,null
331,4811,"Bad Blood Part Two Taylor Swift and Nicki Minaj Have Heated Twitter Exhange Over MTV VMA Nod  httptcob6HcWNLxcW
","bad blood part two taylor swift and nicki minaj have heated twitter exhange over mtv vma nod  
",bad blood part two taylor swift and nicki minaj have heated twitter exhange over mtv vma nod,/content/drive/MyDrive/lab5_data/data2/4811.jpg,null
332,3222,"But its kind of Empty 
","but its kind of empty 
",but its kind of empty,/content/drive/MyDrive/lab5_data/data2/3222.jpg,null
333,566,"Bit of bleakness  bleak blackandwhite columns trees 
","bit of bleakness  bleak blackandwhite columns trees 
",bit of bleakness  bleak blackandwhite columns trees,/content/drive/MyDrive/lab5_data/data2/566.jpg,null
334,558,"A picture that shook the world Read the story and share it humanrights starvation 
","a picture that shook the world read the story and share it humanrights starvation 
",a picture that shook the world read the story and share it humanrights starvation,/content/drive/MyDrive/lab5_data/data2/558.jpg,null
335,38,"RT FootyJokes Mario finally has a smile on his face 
","rt footyjokes mario finally has a smile on his face 
",rt footyjokes mario finally has a smile on his face,/content/drive/MyDrive/lab5_data/data2/38.jpg,null
336,533,"037  365 Engageante by   Abandoned Beauty Carpet Castle Decay Deserted 
","037  365 engageante by   abandoned beauty carpet castle decay deserted 
",037  365 engageante by   abandoned beauty carpet castle decay deserted,/content/drive/MyDrive/lab5_data/data2/533.jpg,null
337,2527,"RT FutbolBible BREAKING Fenerbahe have signed Robin van Persie from Manchester United RvP 
","rt futbolbible breaking fenerbahe have signed robin van persie from manchester united rvp 
",rt futbolbible breaking fenerbahe have signed robin van persie from manchester united rvp,/content/drive/MyDrive/lab5_data/data2/2527.jpg,null
338,2078,"PIC  City boss Kevin Keegan appears dejected after Uniteds dominance  
","pic  city boss kevin keegan appears dejected after uniteds dominance  
",pic  city boss kevin keegan appears dejected after uniteds dominance,/content/drive/MyDrive/lab5_data/data2/2078.jpg,null
339,3731,"RT NBCSports Police Bills coach Kromer punched a boy and threatened to kill his family over beach chairs 
","rt nbcsports police bills coach kromer punched a boy and threatened to kill his family over beach chairs 
",rt nbcsports police bills coach kromer punched a boy and threatened to kill his family over beach chairs,/content/drive/MyDrive/lab5_data/data2/3731.jpg,null
340,124,"THIS remIX MAKES ME DIZZY 
","this remix makes me dizzy 
",this remix makes me dizzy,/content/drive/MyDrive/lab5_data/data2/124.jpg,null
341,4774,"I really can see love peace and happiness in it httptcochKmzFOJdh
","i really can see love peace and happiness in it 
",i really can see love peace and happiness in it,/content/drive/MyDrive/lab5_data/data2/4774.jpg,null
342,967,"Do you like vampiresForget TwilightThe addiction 1995 AbelFerrara movie about good evil and catharsis 
","do you like vampiresforget twilightthe addiction 1995 abelferrara movie about good evil and catharsis 
",do you like vampires forget twilight the addiction 1995 abel ferrara movie about good evil and catharsis,/content/drive/MyDrive/lab5_data/data2/967.jpg,null
343,3016,"NAPOLEONIC FRENCH GENERAL GROUCHY 1812  54mm METAL PAINTED 
","napoleonic french general grouchy 1812  54mm metal painted 
",napoleonic french general grouchy 1812  54mm metal painted,/content/drive/MyDrive/lab5_data/data2/3016.jpg,null
344,2911,"RT LFCFrance LucasLeiva87 parle des supporters des Reds du monde entier LFC LFCFrance 
","rt lfcfrance lucasleiva87 parle des supporters des reds du monde entier lfc lfcfrance 
",rt lfc france lucas leiva 87 talks reds fans around the world lfc lfcfrance,/content/drive/MyDrive/lab5_data/data2/2911.jpg,null
345,4613,"thelionels ME EXCITED Nooooo Nor is camillashansen  See You Tomorrow Boys  httptcocltZ8C6FPl
","thelionels me excited nooooo nor is camillashansen  see you tomorrow boys  
",thelionels me excited nooooo nor is camillashansen  see you tomorrow boys,/content/drive/MyDrive/lab5_data/data2/4613.jpg,null
346,4201,"RT ViperSlays ChrissyEU Aqua1arda Here is your nan before I burned the cunt httptcombutJfNatw
","rt viperslays chrissyeu aqua1arda here is your nan before i burned the cunt 
",rt viperslays chrissyeu aqua1arda here is your nan before i burned the cunt,/content/drive/MyDrive/lab5_data/data2/4201.jpg,null
347,4877,"RT ashleighperkin3 Plz RT for Ed guys We r only in the lead by a few votes  FanArmyFaceOff Sheerios httptcoUlVfQ9ucel
","rt ashleighperkin3 plz rt for ed guys we r only in the lead by a few votes  fanarmyfaceoff sheerios 
",rt ashleighperkin3 plz rt for ed guys we r only in the lead by a few votes  fanarmyfaceoff sheerios,/content/drive/MyDrive/lab5_data/data2/4877.jpg,null
348,4306,"New on Ebay UK DAMAGED APPLE iPHONE 6 16GB SMARTPHONE VODAFONE  SPARES REPAIRS RN349 httptcoagxuvkS2cK httptco2EqJ3KmoFK
","new on ebay uk damaged apple iphone 6 16gb smartphone vodafone  spares repairs rn349  
",new on ebay uk damaged apple iphone 6 16gb smartphone vodafone  spares repairs rn349,/content/drive/MyDrive/lab5_data/data2/4306.jpg,null
349,3671,"I keep being startled and thinking hes real AKJRiseley AngelaSinclair 
","i keep being startled and thinking hes real akjriseley angelasinclair 
",i keep being startled and thinking he's real akj riseley angela sinclair,/content/drive/MyDrive/lab5_data/data2/3671.jpg,null
350,4255,"This thing works like crazy I just finished brushing my two German Shepherds FURminator httptcovDDQm8w3OY
","this thing works like crazy i just finished brushing my two german shepherds furminator 
",this thing works like crazy i just finished brushing my two german shepherds furminator,/content/drive/MyDrive/lab5_data/data2/4255.jpg,null
351,1105,"Chaotic Love  giclee print 65 at art love chaotic abstract blue silver prints buy 
","chaotic love  giclee print 65 at art love chaotic abstract blue silver prints buy 
",chaotic love  giclee print 65 at art love chaotic abstract blue silver prints buy,/content/drive/MyDrive/lab5_data/data2/1105.jpg,null
352,1806,"Its Time for a Change WorldLoveForDolphinsDay 
","its time for a change worldlovefordolphinsday 
",its time for a change worldlovefordolphinsday,/content/drive/MyDrive/lab5_data/data2/1806.jpg,null
353,3061,"Mom Horrified After Young Son Finds Camera In Starbucks Toilet  
","mom horrified after young son finds camera in starbucks toilet  
",mom horrified after young son finds camera in starbucks toilet,/content/drive/MyDrive/lab5_data/data2/3061.jpg,null
354,1830,"        88 
","        88 
",88,/content/drive/MyDrive/lab5_data/data2/1830.jpg,null
355,3417,"RT neonmoonco WHY ARE YOU SO OFFENDED 
","rt neonmoonco why are you so offended 
",rt neonmoonco why are you so offended,/content/drive/MyDrive/lab5_data/data2/3417.jpg,null
356,60,"RT RobertWRossEsq William Bruce Ellis Rankens ebullient portrait of the young Ernest Thesiger Born this day in 1879 
","rt robertwrossesq william bruce ellis rankens ebullient portrait of the young ernest thesiger born this day in 1879 
",rt robertwrossesq william bruce ellis rankens ebullient portrait of the young ernest thesiger born this day in 1879,/content/drive/MyDrive/lab5_data/data2/60.jpg,null
357,1933,"This Bobby Brown lad is buoyant again What a week for OfficialIdeye  Super performance today Delighted for him 
","this bobby brown lad is buoyant again what a week for officialideye  super performance today delighted for him 
",this bobby brown lad is buoyant again what a week for officialideye  super performance today delighted for him,/content/drive/MyDrive/lab5_data/data2/1933.jpg,null
358,3022,"Peace love and happiness to your hearts SweetKisses http 
","peace love and happiness to your hearts sweetkisses  
",peace love and happiness to your hearts sweetkisses,/content/drive/MyDrive/lab5_data/data2/3022.jpg,null
359,2635,"AbdelMajed Abdel Bary British jihadist deserted Isis in Syria and is on the run in 
","abdelmajed abdel bary british jihadist deserted isis in syria and is on the run in 
",abdelmajed abdel bary british jihadist deserted isis in syria and is on the run in,/content/drive/MyDrive/lab5_data/data2/2635.jpg,null
360,2815,"RT JonHarvey1977 TheRyanAdams Not an entirely enthusiastic response to Live at Carnegie Hall 
","rt jonharvey1977 theryanadams not an entirely enthusiastic response to live at carnegie hall 
",rt jonharvey1977 theryanadams not an entirely enthusiastic response to live at carnegie hall,/content/drive/MyDrive/lab5_data/data2/2815.jpg,null
361,1301,"I would like to take this time to show everyone my newest look Props to the artist Juan Hernandez crippled 
","i would like to take this time to show everyone my newest look props to the artist juan hernandez crippled 
",i would like to take this time to show everyone my newest look props to the artist juan hernandez crippled,/content/drive/MyDrive/lab5_data/data2/1301.jpg,null
362,575,"At  brooklyn deserted empty cobblestone street night nightshot brooklynbridge l 
","at  brooklyn deserted empty cobblestone street night nightshot brooklynbridge l 
",at  brooklyn deserted empty cobblestone street night nightshot brooklynbridge l,/content/drive/MyDrive/lab5_data/data2/575.jpg,null
363,4925,"RT NWSLosAngeles Isolated showers and thunderstorms developing over the Ventura and SLO Mtns this evening CAwx httptcokNlZPko0l1
","rt nwslosangeles isolated showers and thunderstorms developing over the ventura and slo mtns this evening cawx 
",rt nwslosangeles isolated showers and thunderstorms developing over the ventura and slo mtns this evening cawx,/content/drive/MyDrive/lab5_data/data2/4925.jpg,null
364,4112,"Black lives matter Justice for Soror Sandra Bland sandyspeaks sayhername justiceforsandy httptcoZ4QcqfafAg
","black lives matter justice for soror sandra bland sandyspeaks sayhername justiceforsandy 
",black lives matter justice for soror sandra bland sandyspeaks sayhername justiceforsandy,/content/drive/MyDrive/lab5_data/data2/4112.jpg,null
365,5127,"RT bookmyshow Disneys lies  Every day is a good hair day Yeah right httptco351AQVV7gA httptcofFH59wGwbs
","rt bookmyshow disneys lies  every day is a good hair day yeah right  
",rt bookmyshow disneys lies  every day is a good hair day yeah right,/content/drive/MyDrive/lab5_data/data2/5127.jpg,null
366,4795,"RTˤǚݤˤʤä˥ե http
","rtˤǚݤˤʤä˥ե 
",rtˤǚݤˤʤä˥ե,/content/drive/MyDrive/lab5_data/data2/4795.jpg,null
367,334,"RT metafizik Getting really incensed w the GOPs public displays of disrespect to the POTUS  America Karmas dueUniteBlue P2 http 
","rt metafizik getting really incensed w the gops public displays of disrespect to the potus  america karmas dueuniteblue p2  
",rt metafizik getting really incensed w the gops public displays of disrespect to the potus  america karmas dueuniteblue p2,/content/drive/MyDrive/lab5_data/data2/334.jpg,null
368,3126,"you can still conjointly match me up mentally 
","you can still conjointly match me up mentally 
",you can still conjointly match me up mentally,/content/drive/MyDrive/lab5_data/data2/3126.jpg,null
369,912,"StreetArtThrowdown Getting ready for disney night take two disney mickeymouse excited selfie 
","streetartthrowdown getting ready for disney night take two disney mickeymouse excited selfie 
",street art throwdown getting ready for disney night take two disney mickey mouse excited selfie,/content/drive/MyDrive/lab5_data/data2/912.jpg,null
370,3969,"Digiboos Zippy Download Kiosks Are Coming To An Airport Near You  Fast  C FastCompany 
","digiboos zippy download kiosks are coming to an airport near you  fast  c fastcompany 
",digiboos zippy download kiosks are coming to an airport near you  fast  c fastcompany,/content/drive/MyDrive/lab5_data/data2/3969.jpg,null
371,3451,"RT Jessicalombao Someone was overwhelmed 
","rt jessicalombao someone was overwhelmed 
",rt jessicalombao someone was overwhelmed,/content/drive/MyDrive/lab5_data/data2/3451.jpg,null
372,3336,"RT TheTolkienist Moving house has a melancholy airabout it It often means saying goodbye to a life you knew in exchange for a life ht 
","rt thetolkienist moving house has a melancholy airabout it it often means saying goodbye to a life you knew in exchange for a life ht 
",rt thetolkienist moving house has a melancholy airabout it it often means saying goodbye to a life you knew in exchange for a life ht,/content/drive/MyDrive/lab5_data/data2/3336.jpg,null
373,923,"Horrified BMovie Victims Playset Swagshop 
","horrified bmovie victims playset swagshop 
",horrified bmovie victims playset swagshop,/content/drive/MyDrive/lab5_data/data2/923.jpg,null
374,2737,"7 for All Mankind A Pocket Womens Jeans Size 24 x 29 U130CJ080U distressed USA 
","7 for all mankind a pocket womens jeans size 24 x 29 u130cj080u distressed usa 
",7 for all mankind a pocket womens jeans size 24 x 29 u130cj080u distressed usa,/content/drive/MyDrive/lab5_data/data2/2737.jpg,null
375,2443,"Blue leather bag Women leather purse Genuine leather Women tote bag etsymntt etsyaaa 
","blue leather bag women leather purse genuine leather women tote bag etsymntt etsyaaa 
",blue leather bag women leather purse genuine leather women tote bag etsymntt etsyaaa,/content/drive/MyDrive/lab5_data/data2/2443.jpg,null
376,1312,"We only use simplysabuni products on our clients hair Custom made Haircare essentials Haircare Hair Damaged 
","we only use simplysabuni products on our clients hair custom made haircare essentials haircare hair damaged 
",we only use simplysabuni products on our clients hair custom made haircare essentials haircare hair damaged,/content/drive/MyDrive/lab5_data/data2/1312.jpg,null
377,3505,"RT InSightCrime Chapos escape could paralyze EPN administration in terms of security policy Our analysis http 
","rt insightcrime chapos escape could paralyze epn administration in terms of security policy our analysis  
",rt insightcrime chapos escape could paralyze epn administration in terms of security policy our analysis,/content/drive/MyDrive/lab5_data/data2/3505.jpg,null
378,2764,"Pouring with rain but not downhearted Huntingdon  Peterborough Federation Centenary Picnic 
","pouring with rain but not downhearted huntingdon  peterborough federation centenary picnic 
",pouring with rain but not downhearted huntingdon  peterborough federation centenary picnic,/content/drive/MyDrive/lab5_data/data2/2764.jpg,null
379,4580,"RT TheFIREorg Consent to sex at CCUChanticleers must be enthusiastic sober httpstcoASQi4KMxYd httptcongZIe3l8fQ
","rt thefireorg consent to sex at ccuchanticleers must be enthusiastic sober  
",rt thefireorg consent to sex at ccuchanticleers must be enthusiastic sober,/content/drive/MyDrive/lab5_data/data2/4580.jpg,null
380,3854,"RT BreeNewsome History will haunt this nation like a vengeful spirit until it does right by my people BlackLivesMatter McKinney http 
","rt breenewsome history will haunt this nation like a vengeful spirit until it does right by my people blacklivesmatter mckinney  
",rt breenewsome history will haunt this nation like a vengeful spirit until it does right by my people blacklivesmatter mckinney,/content/drive/MyDrive/lab5_data/data2/3854.jpg,null
381,2570,"Seen on FahloCut or dont cut  
","seen on fahlocut or dont cut  
",seen on fahlo cut or don't cut,/content/drive/MyDrive/lab5_data/data2/2570.jpg,null
382,2989,"RT TotalPolitics Furious Labour backlash as Harriet Harman says party will back Tory welfare reforms 
","rt totalpolitics furious labour backlash as harriet harman says party will back tory welfare reforms 
",rt totalpolitics furious labour backlash as harriet harman says party will back tory welfare reforms,/content/drive/MyDrive/lab5_data/data2/2989.jpg,null
383,2115,"TrippyPip use only if desperate 
","trippypip use only if desperate 
",trippypip use only if desperate,/content/drive/MyDrive/lab5_data/data2/2115.jpg,null
384,3462,"Ridge Avenue is closed after a partial building collapse and electrical fire Saturday night 
","ridge avenue is closed after a partial building collapse and electrical fire saturday night 
",ridge avenue is closed after a partial building collapse and electrical fire saturday night,/content/drive/MyDrive/lab5_data/data2/3462.jpg,null
385,1699,"Just sat down on the plane shook a380 
","just sat down on the plane shook a380 
",just sat down on the plane shook a380,/content/drive/MyDrive/lab5_data/data2/1699.jpg,null
386,4898," 2015 Harold Green httptco8nlcPhr66W
"," 2015 harold green 
",2015 harold green,/content/drive/MyDrive/lab5_data/data2/4898.jpg,null
387,4138," Namjuhyuk  namjoohyuk http
"," namjuhyuk  namjoohyuk 
",namjuhyuk namjoohyuk,/content/drive/MyDrive/lab5_data/data2/4138.jpg,null
388,1866,"KanyeWest Kanye KimKardashian NorthWest PornStar Trash LoL Kanyeisadouchebag kanyeisanidiot desperate 
","kanyewest kanye kimkardashian northwest pornstar trash lol kanyeisadouchebag kanyeisanidiot desperate 
",kanye west kanye kimkardashian northwest pornstar trash lol kanye douchebag kanyeisanidiot desperate,/content/drive/MyDrive/lab5_data/data2/1866.jpg,null
389,2915,"RT YouChoices Mountains or sea 
","rt youchoices mountains or sea 
",rt youchoices mountains or sea,/content/drive/MyDrive/lab5_data/data2/2915.jpg,null
390,1635,"ganja ganjalife ganjah marijuana weedstagram stoned smoke cannabis dope kush liveloud thc weedporn in 
","ganja ganjalife ganjah marijuana weedstagram stoned smoke cannabis dope kush liveloud thc weedporn in 
",ganja ganjalife ganjah marijuana weedstagram stoned smoke cannabis dope kush liveloud thc weedporn in,/content/drive/MyDrive/lab5_data/data2/1635.jpg,null
391,1908,"destroyed grill Know God Free Twitter Traffic 
","destroyed grill know god free twitter traffic 
",destroyed grill know god free twitter traffic,/content/drive/MyDrive/lab5_data/data2/1908.jpg,null
392,4030,"RT johnkucko Storms miss rochester Lake Ontario sky aglow this evening spann JimCantore spensgen ItsAmazingOutThere httptco08
","rt johnkucko storms miss rochester lake ontario sky aglow this evening spann jimcantore spensgen itsamazingoutthere 
",rt johnkucko storms miss rochester lake ontario sky aglow this evening spann jimcantore spensgen itsamazingoutthere,/content/drive/MyDrive/lab5_data/data2/4030.jpg,null
393,4771,"RT undercoverbun Happiness  httptcoXIWZNpjM6w
","rt undercoverbun happiness  
",rt undercoverbun happiness,/content/drive/MyDrive/lab5_data/data2/4771.jpg,null
394,3248,"Aquatic Hitchhiker Digipak  by Leftover Salmon CD May2012 LoS Records via eBay 
","aquatic hitchhiker digipak  by leftover salmon cd may2012 los records via ebay 
",aquatic hitchhiker digipak  by leftover salmon cd may2012 los records via ebay,/content/drive/MyDrive/lab5_data/data2/3248.jpg,null
395,494,"RT NHAparty Be passionate about a podiatrist loveNHS 
","rt nhaparty be passionate about a podiatrist lovenhs 
",rt nhaparty be passionate about a podiatrist lovenhs,/content/drive/MyDrive/lab5_data/data2/494.jpg,null
396,3161,"First watermelon eating contest win w 125 watermelons 5 pieces in 3 minutes 
","first watermelon eating contest win w 125 watermelons 5 pieces in 3 minutes 
",first watermelon eating contest win w 125 watermelons 5 pieces in 3 minutes,/content/drive/MyDrive/lab5_data/data2/3161.jpg,null
397,20,"Winners will be chosen in 1 week 
","winners will be chosen in 1 week 
",winners will be chosen in 1 week,/content/drive/MyDrive/lab5_data/data2/20.jpg,null
398,3300,"RT AHappyFlower Apologies for relative silence Ive been marooned in 1947 filming Fenland ousewasheslp 
","rt ahappyflower apologies for relative silence ive been marooned in 1947 filming fenland ousewasheslp 
",rt ahappyflower apologies for relative silence ive been marooned in 1947 filming fenland ousewasheslp,/content/drive/MyDrive/lab5_data/data2/3300.jpg,null
399,4242,"The barbarity of vivisection can never be part of a modern compassionate society BoycottCambridge httptcojiD7bTZ9w4
","the barbarity of vivisection can never be part of a modern compassionate society boycottcambridge 
",the barbarity of vivisection can never be part of a modern compassionate society boycottcambridge,/content/drive/MyDrive/lab5_data/data2/4242.jpg,null
400,1476,"Repost elislime with repostappҧ֧٧է֧اߧ֧ӧ֧֧ݧ  ܧڧ india goa travel crazy by araukaria3 
","repost elislime with repostappҧ֧٧է֧اߧ֧ӧ֧֧ݧ  ܧڧ india goa travel crazy by araukaria3 
",repost elislime with repostappҧ֧٧է֧اߧ֧ӧ֧֧ݧ  ܧڧ india goa travel crazy by araukaria3,/content/drive/MyDrive/lab5_data/data2/1476.jpg,null
401,1879,"The Golden star NawalElZoghbi in Prada black bag Fashion NawalElZoghbi  
","the golden star nawalelzoghbi in prada black bag fashion nawalelzoghbi  
",the golden star nawalelzoghbi in prada black bag fashion nawalelzoghbi,/content/drive/MyDrive/lab5_data/data2/1879.jpg,null
402,1384,"you belong to God Always try to do what is rightbe devoted to God  have faith Have a Blessed Monday 
","you belong to god always try to do what is rightbe devoted to god  have faith have a blessed monday 
",you belong to god always try to do what is rightbe devoted to god  have faith have a blessed monday,/content/drive/MyDrive/lab5_data/data2/1384.jpg,null
403,1616,"Just Give it to Jesus he will take care of it JesusCalling Depression follow 
","just give it to jesus he will take care of it jesuscalling depression follow 
",just give it to jesus he will take care of it jesuscalling depression follow,/content/drive/MyDrive/lab5_data/data2/1616.jpg,null
404,4376,"Why are you feeling despondent Take the quiz httptcoX8enSTDais httptcorqGpV7QFfs
","why are you feeling despondent take the quiz  
",why are you feeling despondent take the quiz,/content/drive/MyDrive/lab5_data/data2/4376.jpg,null
405,3884,"Feeling weepy Marcee brings me cake  tea Does this make me part of blessed twitter or 
","feeling weepy marcee brings me cake  tea does this make me part of blessed twitter or 
",feeling weepy marcee brings me cake  tea does this make me part of blessed twitter or,/content/drive/MyDrive/lab5_data/data2/3884.jpg,null
406,2026,"RT AusOpinion Paul Kelly The Abbott government now lives on borrowed time libspill auspol 
","rt ausopinion paul kelly the abbott government now lives on borrowed time libspill auspol 
",rt ausopinion paul kelly the abbott government now lives on borrowed time libspill auspol,/content/drive/MyDrive/lab5_data/data2/2026.jpg,null
407,4291,"Genuine HP 21 Black Ink Cartridge in Damaged Retail Box httptco7uDACIfDMf httptcoUxqRbq7Dg4
","genuine hp 21 black ink cartridge in damaged retail box  
",genuine hp 21 black ink cartridge in damaged retail box,/content/drive/MyDrive/lab5_data/data2/4291.jpg,null
408,4790,"24themovie httptco91TxrS3eq6
","24themovie 
",24themovie,/content/drive/MyDrive/lab5_data/data2/4790.jpg,null
409,657,"Train carriage all to myself today offpeak publictransport empty train queenslandrai 
","train carriage all to myself today offpeak publictransport empty train queenslandrai 
",train carriage all to myself today off peak public transport empty train queensland rai,/content/drive/MyDrive/lab5_data/data2/657.jpg,null
410,2873,"When u sit on the quad forgetting it was exposed to sunlight  
","when u sit on the quad forgetting it was exposed to sunlight  
",when u sit on the quad forgetting it was exposed to sunlight,/content/drive/MyDrive/lab5_data/data2/2873.jpg,null
411,812,"tawlondon administer a dazzling extravaganza of euphoric printed garments for SS15 
","tawlondon administer a dazzling extravaganza of euphoric printed garments for ss15 
",tawlondon administer a dazzling extravaganza of euphoric printed garments for ss15,/content/drive/MyDrive/lab5_data/data2/812.jpg,null
412,2893,"Ariana Grande Has Made Lisa Rinna Fearful of Donuts For Good Reason RHOBH DonutGate 
","ariana grande has made lisa rinna fearful of donuts for good reason rhobh donutgate 
",ariana grande has made lisa rinna fearful of donuts for good reason rhobh donutgate,/content/drive/MyDrive/lab5_data/data2/2893.jpg,null
413,3296,"RT theblendergirl Always trying to mix up my KALE SALADS  am loving this southwestern version VeganYackAttack h 
","rt theblendergirl always trying to mix up my kale salads  am loving this southwestern version veganyackattack h 
",rt theblendergirl always trying to mix up my kale salads  am loving this southwestern version veganyackattack h,/content/drive/MyDrive/lab5_data/data2/3296.jpg,null
414,126,"Captivity No Thanks Hell empty ALL those tanks  SimonCowell Cowell4Dolphins 
","captivity no thanks hell empty all those tanks  simoncowell cowell4dolphins 
",captivity no thanks hell empty all those tanks  simoncowell cowell4dolphins,/content/drive/MyDrive/lab5_data/data2/126.jpg,null
415,2469,"RT thefader Premiere Listen to iamkevingates buoyant but Xrated new song Kno One 
","rt thefader premiere listen to iamkevingates buoyant but xrated new song kno one 
",rt thefader premiere listen to iamkevingates buoyant but xrated new song kno one,/content/drive/MyDrive/lab5_data/data2/2469.jpg,null
416,3206,"RT KateJBryan The Judges have judged wrap landscapeartistoftheyear SkyArts You are in for a treat 
","rt katejbryan the judges have judged wrap landscapeartistoftheyear skyarts you are in for a treat 
",rt katejbryan the judges have judged wrap landscapeartistoftheyear skyarts you are in for a treat,/content/drive/MyDrive/lab5_data/data2/3206.jpg,null
417,2019,"RT arialvv JackmerOfficial Crazy Idea uh la la Lyric Video httpstcoBsOGYaIH7F ME GUSTAAA 
","rt arialvv jackmerofficial crazy idea uh la la lyric video  me gustaaa 
",rt arialvv jackmerofficial crazy idea uh la la lyric video i like it,/content/drive/MyDrive/lab5_data/data2/2019.jpg,null
418,916,"A little more persistence a little more effort and what seemed hopeless failure may turn to glorious success 
","a little more persistence a little more effort and what seemed hopeless failure may turn to glorious success 
",a little more persistence a little more effort and what seemed hopeless failure may turn to glorious success,/content/drive/MyDrive/lab5_data/data2/916.jpg,null
419,4621,"live the full life of the mind exhilarated by new ideas intoxicated by the romance of  httptco7m3yLxmJ2G httptcohSfHJJh6xz
","live the full life of the mind exhilarated by new ideas intoxicated by the romance of   
",live the full life of the mind exhilarated by new ideas intoxicated by the romance of,/content/drive/MyDrive/lab5_data/data2/4621.jpg,null
